   ,PROPX,PROPY,PROPERTYROLL,STATUSCODE,status,PRSN,ADDRESS,bylaw,details,P4_DATE,P5_DATE,LIST_DATE,BYLAW_P4,BYLAW_P5,HERT_CONSERV_DISTRICT,INTENT_DATE,CONTRIBUTING
10080,314171.528,4834548.831,1.90E+18,1102,Part IV,579052,100 QUEEN ST W,147-91,"City Hall, 1965, Viljo Revell & J.B. Parkin Associates, at  Bay St. (NW) -adopted by City Council on August 18, 1976 DESIGNATION By-Law Passed by City Council on February 25, 1991",25-Feb-91,,18-Aug-76,147-91,,,,NA
10081,314166.059,4834759.052,1.90E+18,1101,Listed,579054,532 BAY ST ,,"Toronto Hydro-Electric Dynamo House; 1889+ -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10082,314276.845,4835535.879,1.90E+18,1102,Part IV,579065,14 CARLTON ST ,523-91,"Toronto Hydro Building; 1931, Chapman & Oxley -adopted by City Council on March 15, 1974 DESIGNATION By-Law passed by City Council on September 16, 1991.

",16-Sep-91,,15-Mar-74,523-91,,,,NA
10083,313533.664,4835594.9,1.90E+18,1101,Listed,579067,1 QUEEN'S PARK  ,,"Wm. Lyon Mackenzie Memorial, 1937-40, Walter Allward -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10084,313533.664,4835594.9,1.90E+18,1101,Listed,579067,1 QUEEN'S PARK  ,,"Ontario Legislature, 1886-1892 R.A. Waite; west wing, 1910, E.J. Lennox; Library, 1931 G.W. Gouinlock -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
10085,312377.926,4844316.653,1.91E+18,1102,Part IV,579795,3885 YONGE ST ,811-1998,"Jolly Miller Tavern 1857; DESIGNATION BY-LAW ENACTED BY NORTH YORK CITY COUNCIL on Oct. 30, 1998",30-Oct-98,,,811-1998,,,,NA
10086,315289.562,4841843.025,1.91E+18,1101,Listed,579799,510-520 SUTHERLAND DR ,,"Kilgour Estate Gates, Gatehouse & landscape features, adopted by City Council on July 19, 2005",,,19-Jul-05,,,,,NA
10087,314608.283,4842808.991,1.91E+18,1101,Listed,579801,2275 BAYVIEW AVE ,,"Glendon Hall Manor and Gatehouse, 1923; Gates, 1931",,,27-Sep-06,,,,,NA
10088,311814.761,4847507.988,1.91E+18,1101,Listed,579832,5151 YONGE ST ,,"North York Hydro Building, 1929",,,26-May-09,,,,,NA
10089,302069.282,4827442.216,1.92E+18,1101,Listed,573447,2 THIRTY FIFTH ST ,,,,,27-Sep-06,,,,,NA
10090,302077.903,4827421.055,1.92E+18,1101,Listed,573448,282 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
10091,301600.985,4827251.028,1.92E+18,1101,Listed,573460,397 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
10092,313901.026,4836331.836,1.90E+18,1103,Part V,579101,730 YONGE ST ,235-2016,"Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,10-Mar-16,,,235-2016,Historic Yonge St.,,
10093,316396.496,4834724.624,1.90E+18,1101,Listed,579112,153 EASTERN AVE ,,Dominion Wheel and Foundries Company; 1917-1929,,,01-Oct-04,,,,,NA
10094,316432.274,4834736.672,1.90E+18,1101,Listed,579113,169 EASTERN AVE ,,"Dominion Wheel & Foundries Company, 1917-1929",,,01-Oct-04,,,,,NA
10095,316459.207,4834744.646,1.90E+18,1101,Listed,579114,171 EASTERN AVE ,,"Dominion Wheel & Foundries Company, 1917-1929",,,01-Oct-04,,,,,NA
10096,316344.516,4834610.568,1.90E+18,1101,Listed,579121,453 CHERRY ST ,,"Canadian National Railways Office Building, 1923; adopted by City Council on April 14, 2005",,,14-Apr-05,,,,,NA
10097,312451.6,4849740.734,1.91E+18,1102,Part IV,579841,285 CUMMER AVE ,381-2007,"St. John's Convalescent Hospital, adopted by City Council on Feb 8, 2007 ; DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on Apr 24, 2007",24-Apr-07,,08-Feb-07,381-2007,,,08-Feb-07,NA
10098,317082.759,4843678.379,1.91E+18,1104,Demolished,579859,169 THE DONWAY  W,,"Post Office, Government of Canada, 1959; John B. Prkin Architect - North York Modern Property",,,,,,,,NA
10099,301916.902,4827428.93,1.92E+18,1101,Listed,573485,309 LAKE PROMENADE  ,,,,,27-Sep-06,,,,,NA
10100,302500.467,4828430.917,1.92E+18,1102,Part IV,574648,68 DAISY AVE ,335-2018,"Vincent Massey Public School.  City Council stated its intention to designate this property Octrober 2, 2017.  Designation By-law 335-2018 enacted by City Council March 27, 2018.  Heritage Easement Agreement registered as Instrument No. AT4931498 on August 9, 2018 and Instrument No. AT5090221 on March 6, 2019",27-Mar-18,,27-Sep-06,335-2018,,,02-Oct-17,NA
10101,316284.298,4834472.609,1.90E+18,1102,Part IV,579128,425 CHERRY ST ,636-2021,"Palace Street School, 1859, Joseph Sheard, architect; 1869 addition, William Irving, architect; 1890, addition for D'Arcy Hotel, David Roberts Jr., architect; 1891, addition completed by Sproatt and Rolph, architects; 1906, became Cherry Street Hotel - adopted by City Council on August 18, 1976. City Council stated its intention to designate May 5/6, 2021. Designation By-law 636-2021 enacted July 16, 2021.",16-Jul-21,,18-Aug-76,636-2021,,,06-May-21,NA
10102,316067.497,4834338.128,1.90E+18,1102,Part IV,579139,18 TRINITY ST ,301-97,See 52 Mill St,23-Jun-97,,18-Nov-96,301-97,,,,NA
10103,316001.696,4834315.888,1.90E+18,1102,Part IV,579140,42 MILL ST ,154-76,"Gooderham & Worts Distillery; limestone mill and distillery, 1859, David Roberts, rebuilt in 1870; brick malthouse etc., 1863-64, Gundry & Langley; brick storehouse, 1873, (was known as 2 Trinity St.) -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 14, 1976 Note:  Please refer to 70 Mill Street for details of Heritage Easement Agreements",14-Apr-76,,20-Jun-73,154-76,,,,NA
10104,302774.571,4828498.786,1.92E+18,1102,Part IV,574715,28 DAISY AVE ,772-2013,Richard Newborn House.,11-Jun-13,,27-Sep-06,772-2013,,,21-Mar-13,NA
10105,316191.723,4835804.012,1.90E+18,1103,Part V,579182,500 GERRARD ST E,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
10106,315362.787,4835877.039,1.90E+18,1103,Part V,579184,51 ABERDEEN AVE ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
10107,316688.19,4833770.623,1.90E+18,1102,Part IV,579200,281 CHERRY ST ,778-2013,"Toronto Hydro Substation; c.1930; adopted by City Council on May 21, 22, 23, 2003.  Intention to Designate  under Part IV of the Ontario Heritage Act, passed by City Council Council on October 2, 3 and 4, 2012.

By-law 779-2013 to authorize HEA also enacted.",11-Jun-13,,21-May-03,778-2013,,,04-Oct-12,NA
10108,317747.286,4834459.993,1.90E+18,1101,Listed,579201,400 COMMISSIONERS ST ,,"City of Toronto Incinerator, 1953; adopted by City Council on Feb. 4, 5, 6, 7, 10, 11, 2003",,,11-Feb-03,,,,,NA
10109,319443.664,4835866.05,1.90E+18,1101,Listed,579208,1091 EASTERN AVE ,,"Ashbridge's Bay Treatment Plant Pumping Stations, 1911 and 1971",,,30-Oct-08,,,,,NA
10110,319443.664,4835866.05,1.90E+18,1101,Listed,579208,1091 EASTERN AVE ,,"Ashbridge's Bay Treatment Plant Pumping Stations, 1911 and 1971",,,30-Oct-08,,,,,NA
10111,306471.55,4836798.373,1.91E+18,1102,Part IV,579965,150 SYMES RD ,73-2014,"Symes Incinerator.  Designation By-law enacted and passed January 30, 2014.  Heritage Easement Agreement registered as Instrument No. AT4321069 on July 2, 2015.
 
",30-Jan-14,,16-Jul-13,73-2014,,,06-Jul-13,
10112,313923.895,4837354.478,1.90E+18,1103,Part V,581107,54 CLUNY DR ,115-2003,See 52 Cluny Drive,,07-Feb-03,20-Jun-73,,115-2003,South Rosedale,,
10113,311903.842,4834897.097,1904,1102,Part IV,581528,542 COLLEGE ST ,344-97,"Loyal Orange Lodge; 1913, Adopted by City Council on June 26 and 27, 1995.  Designation By-Law Passed by City Council on July 14, 1997. Heritage Easement Agreement, Registered as Instrument No. CA482124 on July 3, 1997 (amendming Heritage Easement Agreement registered as Instrument No. CA600075 on May 10, 1999).",14-Jul-97,,27-Jun-95,344-97,,,,NA
10114,301638.634,4827628.524,1.92E+18,1101,Listed,573549,47 JAMES ST ,,,,,27-Sep-06,,,,,NA
10115,301645.588,4827627.141,1.92E+18,1101,Listed,573550,45 JAMES ST ,,,,,27-Sep-06,,,,,NA
10116,317524.512,4836088.053,1.90E+18,1101,Listed,579219,369 CARLAW AVE ,,"The Toronto Hydroelectric System; 1916; 1924 addition to south; 1929 addition to east of property -adopted by City Council on May 6 and 7, 1991",,,07-May-91,,,,,NA
10117,299503.625,4833538.964,1.92E+18,1101,Listed,580169,399 THE WEST MALL  ,,"Etobicoke City Hall, adopted by City Council on Feb.16, 2005",,,16-Feb-05,,,,,NA
10118,301731.798,4827697.385,1.92E+18,1101,Listed,573604,30 JAMES ST ,,,,,27-Sep-06,,,,,NA
10119,301420.255,4827770.887,1.92E+18,1101,Listed,574127,118 FORTIETH ST ,,,,,27-Sep-06,,,,,NA
10120,301414.048,4827725.395,1.92E+18,1101,Listed,574143,7 BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10121,301422.164,4827729.447,1.92E+18,1101,Listed,574144,5 BRANCH AVE ,,,,,27-Sep-06,,,,,NA
10122,303728.977,4830715.81,1.92E+18,1101,Listed,577890,196 EVANS AVE ,,,,,27-Sep-06,,,,,NA
10123,301642.989,4827673.5,1.92E+18,1101,Listed,573644,46 JAMES ST ,,,,,27-Sep-06,,,,,NA
10124,314097.948,4835954.58,1.90E+18,1101,Listed,590913,571 YONGE ST ,,"Part of a commercial block at 565-571 Yonge Street; 1888-89 -adopted by City Council on March 15, 1974

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.

573, 575 (including 571 Yonge Street) included on the Heritage Register by City Council March 10, 2016.

http://app.toronto.ca/tmmis/viewAgendaItemHistory.do?item=2016.TE14.4 ",,,15-Mar-74,,,,,NA
10125,314097.948,4835954.58,1.90E+18,1101,Listed,590913,571 YONGE ST ,,"573, 575 (including 571 Yonge Street) included on the Heritage Register by City Council March 10, 2016.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,10-Mar-16,,,,,
10126,315534.41,4835745.599,1.90E+18,1103,Part V,584660,14 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
10127,315534.41,4835745.599,1.90E+18,1103,Part V,584660,14 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
10128,315534.41,4835745.599,1.90E+18,1103,Part V,584660,14 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
10129,315534.41,4835745.599,1.90E+18,1103,Part V,584660,14 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
10130,315534.41,4835745.599,1.90E+18,1103,Part V,584660,14 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
10131,315534.41,4835745.599,1.90E+18,1103,Part V,584660,14 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
10132,324327.227,4847908.226,1.90E+18,1106,Intention,692777,150 BOROUGH DR ,-----------,"Scarborough Civic Centre; Intention to designate passed Feb 13,14,15, 2002",,,,,,,15-Feb-02,NA
10133,319798.532,4846080.11,1901,1101,Listed,588816,15 ELLESMERE RD ,,"Parkway Plaza Grocery Store, 1958, adopted Jan 28, 2009",,,28-Jan-09,,,,,NA
10134,313930.877,4837347.027,1.90E+18,1103,Part V,584743,52 A CLUNY DR ,115-2003,See 52 Cluny Drive,,07-Feb-03,20-Jun-73,,115-2003,South Rosedale,,
10135,313929.489,4837334.425,1.90E+18,1103,Part V,584744,52 CLUNY DR ,115-2003,"John J. Dixon House, 1904, S. H. Townsend -adopted by City Council on June 20, 1973; part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,20-Jun-73,,115-2003,South Rosedale,,
10136,313905.754,4837331.231,1.90E+18,1103,Part V,584745,50 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10137,313806.908,4837799.529,1.90E+18,1103,Part V,584746,38 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10138,313821.84,4837806.732,1.90E+18,1103,Part V,584747,42 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10139,313834.1,4837810.338,1.90E+18,1103,Part V,584748,44 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10140,313843.032,4837812.958,1.90E+18,1103,Part V,584749,46 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10141,313850.484,4837815.198,1.90E+18,1103,Part V,584750,48 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10142,313857.923,4837817.46,1.90E+18,1103,Part V,584751,50 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10143,313865.254,4837819.899,1.90E+18,1103,Part V,584752,52 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10144,313872.54,4837822.412,1.90E+18,1103,Part V,584753,54 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10145,313879.698,4837825.127,1.90E+18,1103,Part V,584754,56 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10146,313886.776,4837827.967,1.90E+18,1103,Part V,584755,58 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10147,313893.724,4837831.012,1.90E+18,1103,Part V,584756,60 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10148,313900.627,4837834.129,1.90E+18,1103,Part V,584757,62 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on February 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10149,313907.408,4837837.438,1.90E+18,1103,Part V,584758,64 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10150,313913.601,4837843.036,1.90E+18,1103,Part V,584759,66 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10151,313920.707,4837844.47,1.90E+18,1103,Part V,584760,68 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10152,313927.192,4837848.248,1.90E+18,1103,Part V,584761,70 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10153,313933.591,4837852.162,1.90E+18,1103,Part V,584762,72 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10154,313939.794,4837856.388,1.90E+18,1103,Part V,584763,74 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10155,313945.908,4837860.755,1.90E+18,1103,Part V,584764,76 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10156,313951.889,4837865.334,1.90E+18,1103,Part V,584765,78 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10157,313956.989,4837870.038,1.90E+18,1103,Part V,584766,80 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10158,313962.539,4837877.004,1.90E+18,1103,Part V,584767,82 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10159,313968.392,4837880.894,1.90E+18,1103,Part V,584768,84 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10160,313977.477,4837885.472,1.90E+18,1103,Part V,584769,86 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10161,314009.026,4837911.224,1.90E+18,1103,Part V,584770,81 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10162,314014.476,4837883.949,1.90E+18,1103,Part V,584772,77 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10163,314018.153,4837872.699,1.90E+18,1103,Part V,584773,75 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10164,314021.831,4837861.015,1.90E+18,1103,Part V,584774,73 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10165,314024.86,4837851.064,1.90E+18,1103,Part V,584775,71 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10166,313999.197,4837834.184,1.90E+18,1103,Part V,584776,67 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10167,313988.202,4837828.525,1.90E+18,1103,Part V,584777,65 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10168,313977.095,4837823.144,1.90E+18,1103,Part V,584778,63 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10169,313965.907,4837818.026,1.90E+18,1103,Part V,584779,61 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
10170,311914.467,4834876.387,1904,1102,Part IV,584268,394 EUCLID AVE ,344-97,"Loyal Orange Lodge; 1913, Adopted by City Council on June 26 and 27, 1995.  Designation By-Law Passed by City Council on July 14, 1997. Heritage Easement Agreement, Registered as Instrument No. CA482124 on July 3, 1997 (amendming Heritage Easement Agreement registered as Instrument No. CA600075 on May 10, 1999).",14-Jul-97,,27-Jun-95,344-97,,,,NA
